,代號,地區,股票名稱,公司名稱,時間,最新成交價,成交量,累計成交量,最佳五檔賣出量,最佳五檔買出價,最佳五檔買進量,最佳五檔買進價,開盤,最高,最低
info,1101,1101.tw,台泥,台灣水泥股份有限公司,2024-02-05 14:30:00,,,,,,,,,,
